"GO.ID","Term","Annotated","Significant","Expected","classicFisher","p_adjust_FDR","p_adjust_Bonferroni"
"GO:0042048","olfactory behavior",51,0,0.62,1,1,1
"GO:0042051","compound eye photoreceptor development",41,0,0.5,1,1,1
"GO:0042052","rhabdomere development",17,0,0.21,1,1,1
"GO:0042058","regulation of epidermal growth factor re...",33,0,0.4,1,1,1
"GO:0042059","negative regulation of epidermal growth ...",24,0,0.29,1,1,1
"GO:0042060","wound healing",29,0,0.36,1,1,1
"GO:0042063","gliogenesis",44,0,0.54,1,1,1
"GO:0042067","establishment of ommatidial planar polar...",37,0,0.45,1,1,1
"GO:0042074","cell migration involved in gastrulation",10,0,0.12,1,1,1
"GO:0042078","germ-line stem cell division",28,0,0.34,1,1,1
"GO:0042147","retrograde transport, endosome to Golgi",7,0,0.09,1,1,1
"GO:0042157","lipoprotein metabolic process",8,0,0.1,1,1,1
"GO:0042158","lipoprotein biosynthetic process",8,0,0.1,1,1,1
"GO:0042180","cellular ketone metabolic process",11,0,0.13,1,1,1
"GO:0042181","ketone biosynthetic process",7,0,0.09,1,1,1
"GO:0042220","response to cocaine",7,0,0.09,1,1,1
"GO:0042221","response to chemical",346,0,4.24,1,1,1
"GO:0042254","ribosome biogenesis",42,0,0.51,1,1,1
"GO:0042255","ribosome assembly",5,0,0.06,1,1,1
"GO:0042273","ribosomal large subunit biogenesis",6,0,0.07,1,1,1
"GO:0042303","molting cycle",35,0,0.43,1,1,1
"GO:0042306","regulation of protein import into nucleu...",25,0,0.31,1,1,1
"GO:0042307","positive regulation of protein import in...",13,0,0.16,1,1,1
"GO:0042308","negative regulation of protein import in...",6,0,0.07,1,1,1
"GO:0042326","negative regulation of phosphorylation",27,0,0.33,1,1,1
"GO:0042327","positive regulation of phosphorylation",60,0,0.73,1,1,1
"GO:0042330","taxis",152,0,1.86,1,1,1
"GO:0042331","phototaxis",9,0,0.11,1,1,1
"GO:0042332","gravitaxis",10,0,0.12,1,1,1
"GO:0042335","cuticle development",73,0,0.89,1,1,1
"GO:0042337","cuticle development involved in chitin-b...",8,0,0.1,1,1,1
"GO:0042384","cilium assembly",15,0,0.18,1,1,1
"GO:0042386","hemocyte differentiation",32,0,0.39,1,1,1
"GO:0042387","plasmatocyte differentiation",11,0,0.13,1,1,1
"GO:0042391","regulation of membrane potential",11,0,0.13,1,1,1
"GO:0042440","pigment metabolic process",38,0,0.47,1,1,1
"GO:0042441","eye pigment metabolic process",12,0,0.15,1,1,1
"GO:0042445","hormone metabolic process",12,0,0.15,1,1,1
"GO:0042446","hormone biosynthetic process",8,0,0.1,1,1,1
"GO:0042461","photoreceptor cell development",50,0,0.61,1,1,1
"GO:0042462","eye photoreceptor cell development",42,0,0.51,1,1,1
"GO:0042478","regulation of eye photoreceptor cell dev...",9,0,0.11,1,1,1
"GO:0042493","response to drug",6,0,0.07,1,1,1
"GO:0042551","neuron maturation",22,0,0.27,1,1,1
"GO:0042558","pteridine-containing compound metabolic ...",5,0,0.06,1,1,1
"GO:0042592","homeostatic process",130,0,1.59,1,1,1
"GO:0042593","glucose homeostasis",6,0,0.07,1,1,1
"GO:0042594","response to starvation",74,0,0.91,1,1,1
"GO:0042595","behavioral response to starvation",5,0,0.06,1,1,1
"GO:0042659","regulation of cell fate specification",21,0,0.26,1,1,1
"GO:0042675","compound eye cone cell differentiation",14,0,0.17,1,1,1
"GO:0042676","compound eye cone cell fate commitment",10,0,0.12,1,1,1
"GO:0042684","cardioblast cell fate commitment",9,0,0.11,1,1,1
"GO:0042685","cardioblast cell fate specification",6,0,0.07,1,1,1
"GO:0042686","regulation of cardioblast cell fate spec...",6,0,0.07,1,1,1
"GO:0042688","crystal cell differentiation",8,0,0.1,1,1,1
"GO:0042689","regulation of crystal cell differentiati...",6,0,0.07,1,1,1
"GO:0042692","muscle cell differentiation",62,0,0.76,1,1,1
"GO:0042693","muscle cell fate commitment",7,0,0.09,1,1,1
"GO:0042706","eye photoreceptor cell fate commitment",38,0,0.47,1,1,1
"GO:0042742","defense response to bacterium",64,0,0.78,1,1,1
"GO:0042743","hydrogen peroxide metabolic process",5,0,0.06,1,1,1
"GO:0042745","circadian sleep/wake cycle",16,0,0.2,1,1,1
"GO:0042749","regulation of circadian sleep/wake cycle",14,0,0.17,1,1,1
"GO:0042752","regulation of circadian rhythm",25,0,0.31,1,1,1
"GO:0042766","nucleosome mobilization",6,0,0.07,1,1,1
"GO:0042773","ATP synthesis coupled electron transport",20,0,0.24,1,1,1
"GO:0042775","mitochondrial ATP synthesis coupled elec...",19,0,0.23,1,1,1
"GO:0042787","protein ubiquitination involved in ubiqu...",14,0,0.17,1,1,1
"GO:0042810","pheromone metabolic process",5,0,0.06,1,1,1
"GO:0042886","amide transport",16,0,0.2,1,1,1
"GO:0042990","regulation of transcription factor impor...",16,0,0.2,1,1,1
"GO:0042991","transcription factor import into nucleus",16,0,0.2,1,1,1
"GO:0042993","positive regulation of transcription fac...",12,0,0.15,1,1,1
"GO:0043038","amino acid activation",9,0,0.11,1,1,1
"GO:0043039","tRNA aminoacylation",9,0,0.11,1,1,1
"GO:0043044","ATP-dependent chromatin remodeling",21,0,0.26,1,1,1
"GO:0043052","thermotaxis",5,0,0.06,1,1,1
"GO:0043062","extracellular structure organization",22,0,0.27,1,1,1
"GO:0043063","intercellular bridge organization",5,0,0.06,1,1,1
"GO:0043066","negative regulation of apoptotic process",48,0,0.59,1,1,1
"GO:0043069","negative regulation of programmed cell d...",54,0,0.66,1,1,1
"GO:0043085","positive regulation of catalytic activit...",65,0,0.8,1,1,1
"GO:0043087","regulation of GTPase activity",32,0,0.39,1,1,1
"GO:0043094","cellular metabolic compound salvage",5,0,0.06,1,1,1
"GO:0043112","receptor metabolic process",7,0,0.09,1,1,1
"GO:0043162","ubiquitin-dependent protein catabolic pr...",6,0,0.07,1,1,1
"GO:0043241","protein complex disassembly",20,0,0.24,1,1,1
"GO:0043242","negative regulation of protein complex d...",6,0,0.07,1,1,1
"GO:0043244","regulation of protein complex disassembl...",7,0,0.09,1,1,1
"GO:0043254","regulation of protein complex assembly",37,0,0.45,1,1,1
"GO:0043269","regulation of ion transport",7,0,0.09,1,1,1
"GO:0043277","apoptotic cell clearance",6,0,0.07,1,1,1
"GO:0043279","response to alkaloid",13,0,0.16,1,1,1
"GO:0043280","positive regulation of cysteine-type end...",12,0,0.15,1,1,1
"GO:0043281","regulation of cysteine-type endopeptidas...",13,0,0.16,1,1,1
"GO:0043297","apical junction assembly",13,0,0.16,1,1,1
"GO:0043324","pigment metabolic process involved in de...",12,0,0.15,1,1,1
"GO:0043331","response to dsRNA",6,0,0.07,1,1,1
"GO:0043401","steroid hormone mediated signaling pathw...",14,0,0.17,1,1,1
"GO:0043405","regulation of MAP kinase activity",16,0,0.2,1,1,1
"GO:0043406","positive regulation of MAP kinase activi...",9,0,0.11,1,1,1
"GO:0043408","regulation of MAPK cascade",67,0,0.82,1,1,1
"GO:0043409","negative regulation of MAPK cascade",18,0,0.22,1,1,1
"GO:0043410","positive regulation of MAPK cascade",44,0,0.54,1,1,1
"GO:0043413","macromolecule glycosylation",17,0,0.21,1,1,1
"GO:0043414","macromolecule methylation",31,0,0.38,1,1,1
"GO:0043434","response to peptide hormone",26,0,0.32,1,1,1
"GO:0043436","oxoacid metabolic process",63,0,0.77,1,1,1
"GO:0043467","regulation of generation of precursor me...",6,0,0.07,1,1,1
"GO:0043473","pigmentation",49,0,0.6,1,1,1
"GO:0043474","pigment metabolic process involved in pi...",12,0,0.15,1,1,1
"GO:0043484","regulation of RNA splicing",53,0,0.65,1,1,1
"GO:0043486","histone exchange",15,0,0.18,1,1,1
"GO:0043506","regulation of JUN kinase activity",6,0,0.07,1,1,1
"GO:0043523","regulation of neuron apoptotic process",12,0,0.15,1,1,1
"GO:0043524","negative regulation of neuron apoptotic ...",10,0,0.12,1,1,1
"GO:0043543","protein acylation",46,0,0.56,1,1,1
"GO:0043547","positive regulation of GTPase activity",18,0,0.22,1,1,1
"GO:0043549","regulation of kinase activity",38,0,0.47,1,1,1
"GO:0043624","cellular protein complex disassembly",17,0,0.21,1,1,1
"GO:0043628","ncRNA 3'-end processing",5,0,0.06,1,1,1
"GO:0043631","RNA polyadenylation",14,0,0.17,1,1,1
"GO:0043648","dicarboxylic acid metabolic process",5,0,0.06,1,1,1
"GO:0043704","photoreceptor cell fate specification",7,0,0.09,1,1,1
"GO:0043901","negative regulation of multi-organism pr...",12,0,0.15,1,1,1
"GO:0043903","regulation of symbiosis, encompassing mu...",21,0,0.26,1,1,1
"GO:0043954","cellular component maintenance",12,0,0.15,1,1,1
"GO:0043966","histone H3 acetylation",16,0,0.2,1,1,1
"GO:0043967","histone H4 acetylation",12,0,0.15,1,1,1
"GO:0044042","glucan metabolic process",7,0,0.09,1,1,1
"GO:0044057","regulation of system process",19,0,0.23,1,1,1
"GO:0044087","regulation of cellular component biogene...",127,0,1.56,1,1,1
"GO:0044089","positive regulation of cellular componen...",50,0,0.61,1,1,1
"GO:0044093","positive regulation of molecular functio...",78,0,0.96,1,1,1
"GO:0044106","cellular amine metabolic process",7,0,0.09,1,1,1
"GO:0044110","growth involved in symbiotic interaction",5,0,0.06,1,1,1
"GO:0044116","growth of symbiont involved in interacti...",5,0,0.06,1,1,1
"GO:0044117","growth of symbiont in host",5,0,0.06,1,1,1
"GO:0044126","regulation of growth of symbiont in host",5,0,0.06,1,1,1
"GO:0044130","negative regulation of growth of symbion...",5,0,0.06,1,1,1
"GO:0044144","modulation of growth of symbiont involve...",5,0,0.06,1,1,1
"GO:0044146","negative regulation of growth of symbion...",5,0,0.06,1,1,1
"GO:0044242","cellular lipid catabolic process",14,0,0.17,1,1,1
"GO:0044255","cellular lipid metabolic process",59,0,0.72,1,1,1
"GO:0044264","cellular polysaccharide metabolic proces...",11,0,0.13,1,1,1
"GO:0044270","cellular nitrogen compound catabolic pro...",38,0,0.47,1,1,1
"GO:0044272","sulfur compound biosynthetic process",10,0,0.12,1,1,1
"GO:0044282","small molecule catabolic process",22,0,0.27,1,1,1
"GO:0044283","small molecule biosynthetic process",25,0,0.31,1,1,1
"GO:0044344","cellular response to fibroblast growth f...",10,0,0.12,1,1,1
"GO:0044403","symbiosis, encompassing mutualism throug...",32,0,0.39,1,1,1
"GO:0044419","interspecies interaction between organis...",32,0,0.39,1,1,1
"GO:0044550","secondary metabolite biosynthetic proces...",8,0,0.1,1,1,1
"GO:0044708","single-organism behavior",152,0,1.86,1,1,1
"GO:0044712","single-organism catabolic process",48,0,0.59,1,1,1
"GO:0044724","single-organism carbohydrate catabolic p...",11,0,0.13,1,1,1
"GO:0044744","protein targeting to nucleus",47,0,0.58,1,1,1
"GO:0044764","multi-organism cellular process",27,0,0.33,1,1,1
"GO:0044771","meiotic cell cycle phase transition",6,0,0.07,1,1,1
"GO:0044773","mitotic DNA damage checkpoint",57,0,0.7,1,1,1
"GO:0044774","mitotic DNA integrity checkpoint",57,0,0.7,1,1,1
"GO:0044782","cilium organization",18,0,0.22,1,1,1
"GO:0044801","single-organism membrane fusion",19,0,0.23,1,1,1
"GO:0044802","single-organism membrane organization",54,0,0.66,1,1,1
"GO:0044818","mitotic G2/M transition checkpoint",55,0,0.67,1,1,1
"GO:0044837","actomyosin contractile ring organization",13,0,0.16,1,1,1
"GO:0045010","actin nucleation",14,0,0.17,1,1,1
"GO:0045017","glycerolipid biosynthetic process",7,0,0.09,1,1,1
"GO:0045055","regulated exocytosis",15,0,0.18,1,1,1
"GO:0045087","innate immune response",63,0,0.77,1,1,1
"GO:0045088","regulation of innate immune response",34,0,0.42,1,1,1
"GO:0045089","positive regulation of innate immune res...",18,0,0.22,1,1,1
"GO:0045116","protein neddylation",6,0,0.07,1,1,1
"GO:0045132","meiotic chromosome segregation",31,0,0.38,1,1,1
"GO:0045137","development of primary sexual characteri...",32,0,0.39,1,1,1
"GO:0045167","asymmetric protein localization involved...",10,0,0.12,1,1,1
"GO:0045175","basal protein localization",5,0,0.06,1,1,1
"GO:0045176","apical protein localization",8,0,0.1,1,1,1
"GO:0045184","establishment of protein localization",162,0,1.98,1,1,1
"GO:0045185","maintenance of protein location",22,0,0.27,1,1,1
"GO:0045186","zonula adherens assembly",5,0,0.06,1,1,1
"GO:0045187","regulation of circadian sleep/wake cycle...",13,0,0.16,1,1,1
"GO:0045196","establishment or maintenance of neurobla...",8,0,0.1,1,1,1
"GO:0045197","establishment or maintenance of epitheli...",12,0,0.15,1,1,1
"GO:0045198","establishment of epithelial cell apical/...",5,0,0.06,1,1,1
"GO:0045214","sarcomere organization",16,0,0.2,1,1,1
"GO:0045216","cell-cell junction organization",30,0,0.37,1,1,1
"GO:0045297","post-mating behavior",5,0,0.06,1,1,1
"GO:0045314","regulation of compound eye photoreceptor...",8,0,0.1,1,1,1
"GO:0045333","cellular respiration",41,0,0.5,1,1,1
"GO:0045433","male courtship behavior, veined wing gen...",8,0,0.1,1,1,1
"GO:0045448","mitotic cell cycle, embryonic",25,0,0.31,1,1,1
"GO:0045450","bicoid mRNA localization",5,0,0.06,1,1,1
"GO:0045451","pole plasm oskar mRNA localization",31,0,0.38,1,1,1
"GO:0045454","cell redox homeostasis",17,0,0.21,1,1,1
"GO:0045455","ecdysteroid metabolic process",6,0,0.07,1,1,1
"GO:0045456","ecdysteroid biosynthetic process",5,0,0.06,1,1,1
"GO:0045464","R8 cell fate specification",6,0,0.07,1,1,1
"GO:0045465","R8 cell differentiation",13,0,0.16,1,1,1
"GO:0045466","R7 cell differentiation",33,0,0.4,1,1,1
"GO:0045467","R7 cell development",9,0,0.11,1,1,1
"GO:0045471","response to ethanol",32,0,0.39,1,1,1
"GO:0045475","locomotor rhythm",36,0,0.44,1,1,1
"GO:0045494","photoreceptor cell maintenance",15,0,0.18,1,1,1
"GO:0045498","sex comb development",8,0,0.1,1,1,1
"GO:0045500","sevenless signaling pathway",9,0,0.11,1,1,1
"GO:0045570","regulation of imaginal disc growth",20,0,0.24,1,1,1
"GO:0045572","positive regulation of imaginal disc gro...",6,0,0.07,1,1,1
"GO:0045596","negative regulation of cell differentiat...",70,0,0.86,1,1,1
"GO:0045610","regulation of hemocyte differentiation",22,0,0.27,1,1,1
"GO:0045611","negative regulation of hemocyte differen...",8,0,0.1,1,1,1
"GO:0045613","regulation of plasmatocyte differentiati...",5,0,0.06,1,1,1
"GO:0045664","regulation of neuron differentiation",75,0,0.92,1,1,1
"GO:0045665","negative regulation of neuron differenti...",13,0,0.16,1,1,1
"GO:0045666","positive regulation of neuron differenti...",28,0,0.34,1,1,1
"GO:0045676","regulation of R7 cell differentiation",10,0,0.12,1,1,1
"GO:0045678","positive regulation of R7 cell different...",6,0,0.07,1,1,1
"GO:0045704","regulation of salivary gland boundary sp...",6,0,0.07,1,1,1
"GO:0045705","negative regulation of salivary gland bo...",6,0,0.07,1,1,1
"GO:0045727","positive regulation of translation",15,0,0.18,1,1,1
"GO:0045742","positive regulation of epidermal growth ...",7,0,0.09,1,1,1
"GO:0045746","negative regulation of Notch signaling p...",30,0,0.37,1,1,1
"GO:0045747","positive regulation of Notch signaling p...",27,0,0.33,1,1,1
"GO:0045751","negative regulation of Toll signaling pa...",5,0,0.06,1,1,1
"GO:0045785","positive regulation of cell adhesion",5,0,0.06,1,1,1
"GO:0045786","negative regulation of cell cycle",91,0,1.11,1,1,1
"GO:0045792","negative regulation of cell size",11,0,0.13,1,1,1
"GO:0045793","positive regulation of cell size",17,0,0.21,1,1,1
"GO:0045807","positive regulation of endocytosis",15,0,0.18,1,1,1
"GO:0045814","negative regulation of gene expression, ...",43,0,0.53,1,1,1
"GO:0045815","positive regulation of gene expression, ...",12,0,0.15,1,1,1
"GO:0045824","negative regulation of innate immune res...",10,0,0.12,1,1,1
"GO:0045839","negative regulation of mitotic nuclear d...",12,0,0.15,1,1,1
"GO:0045840","positive regulation of mitotic nuclear d...",8,0,0.1,1,1,1
"GO:0045841","negative regulation of mitotic metaphase...",10,0,0.12,1,1,1
"GO:0045842","positive regulation of mitotic metaphase...",6,0,0.07,1,1,1
"GO:0045859","regulation of protein kinase activity",38,0,0.47,1,1,1
"GO:0045860","positive regulation of protein kinase ac...",20,0,0.24,1,1,1
"GO:0045861","negative regulation of proteolysis",6,0,0.07,1,1,1
"GO:0045879","negative regulation of smoothened signal...",13,0,0.16,1,1,1
"GO:0045880","positive regulation of smoothened signal...",10,0,0.12,1,1,1
"GO:0045886","negative regulation of synaptic growth a...",20,0,0.24,1,1,1
"GO:0045887","positive regulation of synaptic growth a...",17,0,0.21,1,1,1
"GO:0045910","negative regulation of DNA recombination",5,0,0.06,1,1,1
"GO:0045926","negative regulation of growth",53,0,0.65,1,1,1
"GO:0045927","positive regulation of growth",72,0,0.88,1,1,1
"GO:0045930","negative regulation of mitotic cell cycl...",84,0,1.03,1,1,1
"GO:0045936","negative regulation of phosphate metabol...",29,0,0.36,1,1,1
"GO:0045937","positive regulation of phosphate metabol...",62,0,0.76,1,1,1
"GO:0045995","regulation of embryonic development",54,0,0.66,1,1,1
"GO:0046011","regulation of oskar mRNA translation",7,0,0.09,1,1,1
"GO:0046031","ADP metabolic process",9,0,0.11,1,1,1
"GO:0046058","cAMP metabolic process",6,0,0.07,1,1,1
"GO:0046148","pigment biosynthetic process",15,0,0.18,1,1,1
"GO:0046152","ommochrome metabolic process",6,0,0.07,1,1,1
"GO:0046154","rhodopsin metabolic process",5,0,0.06,1,1,1
"GO:0046158","ocellus pigment metabolic process",6,0,0.07,1,1,1
"GO:0046165","alcohol biosynthetic process",6,0,0.07,1,1,1
"GO:0046328","regulation of JNK cascade",27,0,0.33,1,1,1
"GO:0046329","negative regulation of JNK cascade",14,0,0.17,1,1,1
"GO:0046330","positive regulation of JNK cascade",9,0,0.11,1,1,1
"GO:0046394","carboxylic acid biosynthetic process",12,0,0.15,1,1,1
"GO:0046395","carboxylic acid catabolic process",19,0,0.23,1,1,1
"GO:0046425","regulation of JAK-STAT cascade",31,0,0.38,1,1,1
"GO:0046426","negative regulation of JAK-STAT cascade",7,0,0.09,1,1,1
"GO:0046427","positive regulation of JAK-STAT cascade",16,0,0.2,1,1,1
"GO:0046434","organophosphate catabolic process",6,0,0.07,1,1,1
"GO:0046467","membrane lipid biosynthetic process",5,0,0.06,1,1,1
"GO:0046474","glycerophospholipid biosynthetic process",5,0,0.06,1,1,1
"GO:0046486","glycerolipid metabolic process",21,0,0.26,1,1,1
"GO:0046488","phosphatidylinositol metabolic process",14,0,0.17,1,1,1
"GO:0046496","nicotinamide nucleotide metabolic proces...",15,0,0.18,1,1,1
"GO:0046528","imaginal disc fusion",13,0,0.16,1,1,1
"GO:0046529","imaginal disc fusion, thorax closure",13,0,0.16,1,1,1
"GO:0046530","photoreceptor cell differentiation",102,0,1.25,1,1,1
"GO:0046532","regulation of photoreceptor cell differe...",23,0,0.28,1,1,1
"GO:0046533","negative regulation of photoreceptor cel...",6,0,0.07,1,1,1
"GO:0046534","positive regulation of photoreceptor cel...",9,0,0.11,1,1,1
"GO:0046545","development of primary female sexual cha...",10,0,0.12,1,1,1
"GO:0046552","photoreceptor cell fate commitment",38,0,0.47,1,1,1
"GO:0046578","regulation of Ras protein signal transdu...",62,0,0.76,1,1,1
"GO:0046579","positive regulation of Ras protein signa...",33,0,0.4,1,1,1
"GO:0046580","negative regulation of Ras protein signa...",15,0,0.18,1,1,1
"GO:0046620","regulation of organ growth",36,0,0.44,1,1,1
"GO:0046621","negative regulation of organ growth",13,0,0.16,1,1,1
"GO:0046622","positive regulation of organ growth",9,0,0.11,1,1,1
"GO:0046626","regulation of insulin receptor signaling...",11,0,0.13,1,1,1
"GO:0046627","negative regulation of insulin receptor ...",9,0,0.11,1,1,1
"GO:0046660","female sex differentiation",14,0,0.17,1,1,1
"GO:0046661","male sex differentiation",12,0,0.15,1,1,1
"GO:0046664","dorsal closure, amnioserosa morphology c...",5,0,0.06,1,1,1
"GO:0046666","retinal cell programmed cell death",23,0,0.28,1,1,1
"GO:0046667","compound eye retinal cell programmed cel...",21,0,0.26,1,1,1
"GO:0046668","regulation of retinal cell programmed ce...",14,0,0.17,1,1,1
"GO:0046669","regulation of compound eye retinal cell ...",14,0,0.17,1,1,1
"GO:0046670","positive regulation of retinal cell prog...",5,0,0.06,1,1,1
"GO:0046671","negative regulation of retinal cell prog...",8,0,0.1,1,1,1
"GO:0046672","positive regulation of compound eye reti...",5,0,0.06,1,1,1
"GO:0046673","negative regulation of compound eye reti...",8,0,0.1,1,1,1
"GO:0046700","heterocycle catabolic process",38,0,0.47,1,1,1
"GO:0046716","muscle cell cellular homeostasis",15,0,0.18,1,1,1
"GO:0046777","protein autophosphorylation",11,0,0.13,1,1,1
"GO:0046785","microtubule polymerization",7,0,0.09,1,1,1
"GO:0046822","regulation of nucleocytoplasmic transpor...",29,0,0.36,1,1,1
"GO:0046823","negative regulation of nucleocytoplasmic...",7,0,0.09,1,1,1
"GO:0046824","positive regulation of nucleocytoplasmic...",15,0,0.18,1,1,1
"GO:0046834","lipid phosphorylation",5,0,0.06,1,1,1
"GO:0046843","dorsal appendage formation",26,0,0.32,1,1,1
"GO:0046845","branched duct epithelial cell fate deter...",5,0,0.06,1,1,1
"GO:0046847","filopodium assembly",22,0,0.27,1,1,1
"GO:0046879","hormone secretion",14,0,0.17,1,1,1
"GO:0046883","regulation of hormone secretion",14,0,0.17,1,1,1
"GO:0046887","positive regulation of hormone secretion",9,0,0.11,1,1,1
"GO:0046903","secretion",103,0,1.26,1,1,1
"GO:0046907","intracellular transport",178,0,2.18,1,1,1
"GO:0046916","cellular transition metal ion homeostasi...",5,0,0.06,1,1,1
"GO:0046928","regulation of neurotransmitter secretion",6,0,0.07,1,1,1
"GO:0046939","nucleotide phosphorylation",10,0,0.12,1,1,1
"GO:0046958","nonassociative learning",10,0,0.12,1,1,1
"GO:0046959","habituation",8,0,0.1,1,1,1
"GO:0048017","inositol lipid-mediated signaling",5,0,0.06,1,1,1
"GO:0048024","regulation of mRNA splicing, via spliceo...",48,0,0.59,1,1,1
"GO:0048056","R3/R4 cell differentiation",13,0,0.16,1,1,1
"GO:0048065","male courtship behavior, veined wing ext...",9,0,0.11,1,1,1
"GO:0048066","developmental pigmentation",45,0,0.55,1,1,1
"GO:0048067","cuticle pigmentation",23,0,0.28,1,1,1
"GO:0048069","eye pigmentation",18,0,0.22,1,1,1
"GO:0048070","regulation of developmental pigmentation",16,0,0.2,1,1,1
"GO:0048072","compound eye pigmentation",9,0,0.11,1,1,1
"GO:0048079","regulation of cuticle pigmentation",9,0,0.11,1,1,1
"GO:0048082","regulation of adult chitin-containing cu...",6,0,0.07,1,1,1
"GO:0048085","adult chitin-containing cuticle pigmenta...",18,0,0.22,1,1,1
"GO:0048096","chromatin-mediated maintenance of transc...",5,0,0.06,1,1,1
"GO:0048100","wing disc anterior/posterior pattern for...",9,0,0.11,1,1,1
"GO:0048102","autophagic cell death",44,0,0.54,1,1,1
"GO:0048103","somatic stem cell division",35,0,0.43,1,1,1
"GO:0048132","female germ-line stem cell asymmetric di...",9,0,0.11,1,1,1
"GO:0048134","germ-line cyst formation",18,0,0.22,1,1,1
"GO:0048135","female germ-line cyst formation",12,0,0.15,1,1,1
"GO:0048137","spermatocyte division",8,0,0.1,1,1,1
"GO:0048138","germ-line cyst encapsulation",10,0,0.12,1,1,1
"GO:0048140","male germ-line cyst encapsulation",8,0,0.1,1,1,1
"GO:0048142","germarium-derived cystoblast division",7,0,0.09,1,1,1
"GO:0048148","behavioral response to cocaine",6,0,0.07,1,1,1
"GO:0048149","behavioral response to ethanol",21,0,0.26,1,1,1
"GO:0048167","regulation of synaptic plasticity",16,0,0.2,1,1,1
"GO:0048168","regulation of neuronal synaptic plastici...",7,0,0.09,1,1,1
"GO:0048190","wing disc dorsal/ventral pattern formati...",27,0,0.33,1,1,1
"GO:0048193","Golgi vesicle transport",39,0,0.48,1,1,1
"GO:0048259","regulation of receptor-mediated endocyto...",9,0,0.11,1,1,1
"GO:0048260","positive regulation of receptor-mediated...",7,0,0.09,1,1,1
"GO:0048278","vesicle docking",7,0,0.09,1,1,1
"GO:0048284","organelle fusion",26,0,0.32,1,1,1
"GO:0048332","mesoderm morphogenesis",16,0,0.2,1,1,1
"GO:0048333","mesodermal cell differentiation",9,0,0.11,1,1,1
"GO:0048469","cell maturation",88,0,1.08,1,1,1
"GO:0048488","synaptic vesicle endocytosis",28,0,0.34,1,1,1
"GO:0048489","synaptic vesicle transport",44,0,0.54,1,1,1
"GO:0048511","rhythmic process",55,0,0.67,1,1,1
"GO:0048512","circadian behavior",44,0,0.54,1,1,1
"GO:0048520","positive regulation of behavior",6,0,0.07,1,1,1
"GO:0048545","response to steroid hormone",14,0,0.17,1,1,1
"GO:0048546","digestive tract morphogenesis",45,0,0.55,1,1,1
"GO:0048562","embryonic organ morphogenesis",5,0,0.06,1,1,1
"GO:0048565","digestive tract development",59,0,0.72,1,1,1
"GO:0048567","ectodermal digestive tract morphogenesis",6,0,0.07,1,1,1
"GO:0048568","embryonic organ development",26,0,0.32,1,1,1
"GO:0048580","regulation of post-embryonic development",6,0,0.07,1,1,1
"GO:0048583","regulation of response to stimulus",435,0,5.33,1,1,1
"GO:0048584","positive regulation of response to stimu...",200,0,2.45,1,1,1
"GO:0048585","negative regulation of response to stimu...",170,0,2.08,1,1,1
"GO:0048588","developmental cell growth",28,0,0.34,1,1,1
"GO:0048589","developmental growth",181,0,2.22,1,1,1
"GO:0048599","oocyte development",71,0,0.87,1,1,1
"GO:0048608","reproductive structure development",46,0,0.56,1,1,1
"GO:0048619","embryonic hindgut morphogenesis",33,0,0.4,1,1,1
"GO:0048634","regulation of muscle organ development",6,0,0.07,1,1,1
"GO:0048638","regulation of developmental growth",125,0,1.53,1,1,1
"GO:0048639","positive regulation of developmental gro...",58,0,0.71,1,1,1
"GO:0048640","negative regulation of developmental gro...",39,0,0.48,1,1,1
"GO:0048645","animal organ formation",36,0,0.44,1,1,1
"GO:0048675","axon extension",23,0,0.28,1,1,1
"GO:0048678","response to axon injury",8,0,0.1,1,1,1
"GO:0048679","regulation of axon regeneration",5,0,0.06,1,1,1
"GO:0048753","pigment granule organization",7,0,0.09,1,1,1
"GO:0048754","branching morphogenesis of an epithelial...",39,0,0.48,1,1,1
"GO:0048800","antennal morphogenesis",5,0,0.06,1,1,1
"GO:0048803","imaginal disc-derived male genitalia mor...",9,0,0.11,1,1,1
"GO:0048805","imaginal disc-derived genitalia morphoge...",9,0,0.11,1,1,1
"GO:0048806","genitalia development",14,0,0.17,1,1,1
"GO:0048808","male genitalia morphogenesis",9,0,0.11,1,1,1
"GO:0048814","regulation of dendrite morphogenesis",15,0,0.18,1,1,1
"GO:0048854","brain morphogenesis",10,0,0.12,1,1,1
"GO:0048859","formation of anatomical boundary",33,0,0.4,1,1,1
"GO:0048864","stem cell development",8,0,0.1,1,1,1
"GO:0048870","cell motility",159,0,1.95,1,1,1
"GO:0048871","multicellular organismal homeostasis",35,0,0.43,1,1,1
"GO:0048872","homeostasis of number of cells",14,0,0.17,1,1,1
"GO:0048878","chemical homeostasis",40,0,0.49,1,1,1
"GO:0050000","chromosome localization",15,0,0.18,1,1,1
"GO:0050657","nucleic acid transport",32,0,0.39,1,1,1
"GO:0050658","RNA transport",32,0,0.39,1,1,1
"GO:0050673","epithelial cell proliferation",12,0,0.15,1,1,1
"GO:0050684","regulation of mRNA processing",50,0,0.61,1,1,1
"GO:0050688","regulation of defense response to virus",11,0,0.13,1,1,1
"GO:0050691","regulation of defense response to virus ...",5,0,0.06,1,1,1
"GO:0050708","regulation of protein secretion",9,0,0.11,1,1,1
"GO:0050714","positive regulation of protein secretion",6,0,0.07,1,1,1
