"Complex","Conditional","Essential","Nonessential","<NA>","protein_count","essentiality_fraction","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"FC1073",0,0,2,0,2,0,2,"Literature","p33ING1b-HDAC1 complex","p33ING1b-HDAC1 complex",NA,"MI:0006- anti bait coimmunoprecipitation","p33ING1b-HDAC1 complex","CORUM","Human","12015309","FBgn0038546 FBgn0015805 "
"FC1074",0,0,3,0,3,0,3,"Literature","TGM2-HD-CALM1 complex","TGM2-HD-CALM1 complex",NA,"MI:0019- coimmunoprecipitation","TGM2-HD-CALM1 complex","CORUM","Human","14985437","FBgn0031975 FBgn0027655 FBgn0000253 "
"FC1075",0,16,14,1,31,0.516129032258065,31,"Literature","TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",NA,"MI:0071- molecular sieving | MI:0096- pull down","TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","CORUM","Human","17507929","FBgn0039016 FBgn0039406 FBgn0037328 FBgn0013325 FBgn0038281 FBgn0032987 FBgn0003274 FBgn0037686 FBgn0002579 FBgn0034187 FBgn0034246 FBgn0032404 FBgn0002607 FBgn0035422 FBgn0041164 FBgn0002593 FBgn0033889 FBgn0034968 FBgn0036213 FBgn0261608 FBgn0028697 FBgn0010409 FBgn0039359 FBgn0086710 FBgn0014026 FBgn0002626 FBgn0017579 FBgn0005593 FBgn0034915 FBgn0011272 FBgn0037899 "
"FC1077",0,2,1,0,3,0.666666666666667,3,"Literature","SMRT-SKIP-CBF1 complex","SMRT-SKIP-CBF1 complex",NA,"MI:0428- imaging techniques","SMRT-SKIP-CBF1 complex","CORUM","Human","11509665","FBgn0004856 FBgn0024308 FBgn0004837 "
"FC1078",0,0,6,0,6,0,6,"Literature","CAND1-CUL2-RBX1 complex","CAND1-CUL2-RBX1 complex",NA,"MI:0007- anti tag coimmunoprecipitation","CAND1-CUL2-RBX1 complex","CORUM","Human","12609982","FBgn0260481 FBgn0027568 FBgn0040291 FBgn0032956 FBgn0025638 FBgn0031093 "
"FC1079",0,0,11,0,11,0,11,"Literature","TLE1 corepressor complex (MASH1 promoter-corepressor complex)","TLE1 corepressor complex (MASH1 promoter-corepressor complex)",NA,"MI:0071- molecular sieving","TLE1 corepressor complex (MASH1 promoter-corepressor complex)","CORUM","Human","15607978","FBgn0010247 FBgn0016685 FBgn0026418 FBgn0002780 FBgn0015520 FBgn0040045 FBgn0034728 FBgn0001139 FBgn0039735 FBgn0003732 FBgn0004227 "
"FC1080",0,0,18,0,18,0,18,"Literature","TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TFTC complex (TATA-binding protein-free TAF-II-containing complex)",NA,"MI:0004- affinity chromatography technologies | MI:0006- anti bait coimmunoprecipitation | MI:0071- molecular sieving","TFTC complex (TATA-binding protein-free TAF-II-containing complex)","CORUM","Human","9603525","FBgn0028398 FBgn0010417 FBgn0014342 FBgn0000617 FBgn0039067 FBgn0037981 FBgn0030891 FBgn0033754 FBgn0010356 FBgn0010280 FBgn0024909 FBgn0026324 FBgn0011836 FBgn0011569 FBgn0035162 FBgn0053554 FBgn0011290 FBgn0020388 "
"FC1081",0,0,3,0,3,0,3,"Literature","Rag1-Rag2-Ku70-Ku80 protein-DNA complex","Rag1-Rag2-Ku70-Ku80 protein-DNA complex",NA,"MI:0006- anti bait coimmunoprecipitation","Rag1-Rag2-Ku70-Ku80 protein-DNA complex","CORUM","Mus musculus","9094713","FBgn0011764 FBgn0041627 FBgn0011774 "
"FC1082",0,0,2,0,2,0,2,"Literature","GR-hnRNP U complex","GR-hnRNP U complex",NA,"MI:0019- coimmunoprecipitation | MI:0004- affinity chromatography technologies","GR-hnRNP U complex","CORUM","Human","9353307","FBgn0050122 FBgn0000546 "
"FC1083",0,0,2,0,2,0,2,"Literature","Respiratory chain complex I (incomplete NDUFAF1 assembly), mitochondrial","Respiratory chain complex I (incomplete NDUFAF1 assembly), mitochondrial",NA,"MI:0019- coimmunoprecipitation | MI:0047- far western blotting","Respiratory chain complex I (incomplete NDUFAF1 assembly), mitochondrial","CORUM","Human","16218961","FBgn0039689 FBgn0013679 "
"FC1084",0,0,2,0,2,0,2,"Literature","carboxylic acid metabolic process","carboxylic acid metabolic process;oxoacid metabolic process;cellular ketone metabolic process;organic acid metabolic process;small molecule metabolic process",NA,"Predicted by HT data (cluster was obtained from CYC2008)","HT_SC_Cluster242","CYC2008","Yeast","","FBgn0027580 FBgn0039877 "
"FC1085",0,0,3,0,3,0,3,"Literature","determination of adult lifespan","determination of adult lifespan;multicellular organismal aging;aging",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster241","Additional publication","Fly","22036573","FBgn0030964 FBgn0052672 FBgn0034366 "
"FC1086",0,1,7,0,8,0.125,8,"Literature","B-WICH","B-WICH",NA,"conventional","B-WICH","PINdb","Human","16603771","FBgn0027620 FBgn0026533 FBgn0034976 FBgn0031266 FBgn0028474 FBgn0001341 FBgn0033636 FBgn0029880 "
"FC1087",0,0,3,0,3,0,3,"Literature","proteolysis","proteolysis;protein metabolic process",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster269","Additional publication","Fly","22036573","FBgn0035667 FBgn0035666 FBgn0003356 "
"FC1088",0,0,3,0,3,0,3,"Predicted","metabolic process","metabolic process",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0051548 FBgn0051549 FBgn0037354 "
"FC1089",0,0,3,0,3,0,3,"Literature","phosphatidylinositol (PtdIns) 3-kinase complex (functions in autophagy)","phosphatidylinositol (PtdIns) 3-kinase complex (functions in autophagy);phosphatidylinositol (PtdIns) 3-kinase complex (functions in CPY sorting)",NA,"Affinity Capture-Western,Affinity Capture-MS","phosphatidylinositol (PtdIns) 3-kinase complex (functions in CPY sorting)","CYC2008","Yeast","11157979","FBgn0260935 FBgn0015277 FBgn0010709 "
"FC1090",0,1,5,0,6,0.166666666666667,6,"Literature","RUNX1-CBF-beta-DNA complex","RUNX1-CBF-beta-DNA complex",NA,"MI:0114- x-ray crystallography","RUNX1-CBF-beta-DNA complex","CORUM","Human","11276260","FBgn0083981 FBgn0002576 FBgn0013753 FBgn0013755 FBgn0259162 FBgn0003300 "
"FC1091",0,0,3,0,3,0,3,"Literature","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;RNA splicing;mRNA processing",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster227","Additional publication","Fly","22036573","FBgn0030365 FBgn0035136 FBgn0039558 "
"FC1092",0,0,4,0,4,0,4,"Literature","nucleotide-excision repair factor 4 complex","nucleotide-excision repair factor 4 complex",NA,"Affinity Capture-Western","nucleotide-excision repair factor 4 complex","CYC2008","Yeast","15226437","FBgn0020257 FBgn0037531 FBgn0023211 FBgn0002542 "
"FC1093",0,0,4,0,4,0,4,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by HT data (cluster was obtained from CYC2008)","HT_SC_Cluster376","CYC2008","Yeast","","FBgn0004656 FBgn0034423 FBgn0050417 FBgn0039124 "
"FC1094",0,0,3,0,3,0,3,"Literature","CALM1-FKBP38-BCL2 complex","CALM1-FKBP38-BCL2 complex",NA,"MI:0019- coimmunoprecipitation","CALM1-FKBP38-BCL2 complex","CORUM","Human","15990872","FBgn0030302 FBgn0000253 FBgn0034368 "
"FC1095",0,0,7,0,7,0,7,"Literature","PlexinA1-NRP1-SEMA3A complex","PlexinA1-NRP1-SEMA3A complex",NA,"MI:0007- anti tag coimmunoprecipitation","PlexinA1-NRP1-SEMA3A complex","CORUM","Human","10520994","FBgn0025740 FBgn0025741 FBgn0053960 FBgn0011260 FBgn0029167 FBgn0053531 FBgn0085409 "
"FC1096",0,0,5,0,5,0,5,"Literature","IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)","IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)",NA,"MI:0019- coimmunoprecipitation","IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)","CORUM","Human","9751059","FBgn0000250 FBgn0037926 FBgn0024222 FBgn0011274 FBgn0260632 "
"FC1097",0,0,6,0,6,0,6,"Literature","HTR1A-EDG3 complex","HTR1A-EDG3 complex",NA,"MI:0019- coimmunoprecipitation","HTR1A-EDG3 complex","CORUM","Human","11854302","FBgn0004573 FBgn0039747 FBgn0004514 FBgn0004168 FBgn0016650 FBgn0004572 "
"FC1098",0,0,6,0,6,0,6,"Literature","MSH2/6-BLM-p53-RAD51 complex","MSH2/6-BLM-p53-RAD51 complex",NA,"MI:0006- anti bait coimmunoprecipitation","MSH2/6-BLM-p53-RAD51 complex","CORUM","Human","15064730","FBgn0036486 FBgn0003479 FBgn0039044 FBgn0015546 FBgn0027375 FBgn0002906 "
"FC1099",2,0,4,0,6,0,6,"Literature","TREX","TREX",NA,"GST-UAP56","TREX","PINdb","Human","11979277","FBgn0031390 FBgn0010774 FBgn0032439 FBgn0014189 FBgn0037569 FBgn0037382 "
"FC11",0,0,2,0,2,0,2,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster511","Additional publication","Fly","22036573","FBgn0086441 FBgn0037707 "
"FC1114",0,0,2,0,2,0,2,"Literature","Pkd2-Fpc-Kif3b complex","Pkd2-Fpc-Kif3b complex",NA,"MI:0047- far western blotting | MI:0096- pull down | MI:0019- coimmunoprecipitation","Pkd2-Fpc-Kif3b complex","CORUM","Mus musculus","17008358","FBgn0041195 FBgn0004381 "
"FC1115",0,0,8,0,8,0,8,"Literature","LINC core complex","LINC core complex",NA,"MI:0029- cosedimentation through density gradients | MI:0007- anti tag coimmunoprecipitation","LINC core complex","CORUM","Human","17671431","FBgn0029800 FBgn0023509 FBgn0004372 FBgn0034430 FBgn0033846 FBgn0031715 FBgn0015610 FBgn0033770 "
"FC1116",0,0,7,1,8,0,8,"Literature","integrin complex","integrin complex",NA,"","integrin complex","Gene Ontology","Fly","10449347,10908592,10936444,1289062,8076521,9461212","FBgn0004456 FBgn0004657 FBgn0003328 FBgn0034005 FBgn0010395 FBgn0034880 FBgn0001250 FBgn0261836 "
"FC1117",0,0,7,0,7,0,7,"Literature","Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)","Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1);Cul4-DDB1-DDB2 complex",NA,"MI:0071- molecular sieving | MI:0226- ion exchange chromatography","Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)","CORUM","Human","16678110","FBgn0027518 FBgn0260481 FBgn0040291 FBgn0033260 FBgn0260962 FBgn0025638 FBgn0031093 "
"FC1118",0,0,40,0,40,0,40,"Literature","regulation of transcription, DNA-dependent","regulation of transcription, DNA-dependent;regulation of RNA biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of RNA metabolic process;regulation of nucleobase-containing compound metabolic process",NA,"Predicted by HT data (cluster was obtained from CYC2008)","HT_SC_Cluster6","CYC2008","Yeast","","FBgn0000044 FBgn0000045 FBgn0000043 FBgn0033341 FBgn0035624 FBgn0030877 FBgn0025838 FBgn0031873 FBgn0038805 FBgn0032516 FBgn0034537 FBgn0002775 FBgn0086613 FBgn0039585 FBgn0028387 FBgn0040078 FBgn0030945 FBgn0026080 FBgn0032321 FBgn0027490 FBgn0025676 FBgn0020306 FBgn0000047 FBgn0011741 FBgn0031668 FBgn0040075 FBgn0000042 FBgn0014340 FBgn0033224 FBgn0035986 FBgn0027052 FBgn0032455 FBgn0000581 FBgn0032656 FBgn0038576 FBgn0025716 FBgn0043842 FBgn0034240 FBgn0027378 FBgn0000046 "
"FC1119",0,0,13,0,13,0,13,"Literature","Cytochrome bc1 complex","Cytochrome bc1 complex;Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial;mitochondrial respiratory chain complex III",NA,"MI:0069- mass spectrometry studies of complexes | MI:0019- coimmunoprecipitation","Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","CORUM","Mus musculus","16120479","FBgn0036728 FBgn0039651 FBgn0260008 FBgn0021906 FBgn0035600 FBgn0011227 FBgn0030733 FBgn0050354 FBgn0039576 FBgn0034245 FBgn0013678 FBgn0038271 FBgn0250814 "
"FC1120",0,0,4,0,4,0,4,"Literature","LIG1-9-1-1 complex","LIG1-9-1-1 complex",NA,"MI:0007- anti tag coimmunoprecipitation","LIG1-9-1-1 complex","CORUM","Human","15871698","FBgn0026778 FBgn0025807 FBgn0034922 FBgn0026417 "
"FC1121",0,0,2,0,2,0,2,"Literature","SNF2h-HDAC12 complex","SNF2h-HDAC12 complex",NA,"MI:0019- coimmunoprecipitation","SNF2h-HDAC12 complex","CORUM","Human","15775975","FBgn0011604 FBgn0015805 "
"FC1122",0,0,3,0,3,0,3,"Literature","ITCH-FAM/USP9x complex","ITCH-FAM/USP9x complex",NA,"MI:0004- affinity chromatography technologies | MI:0019- coimmunoprecipitation | MI:0069- mass spectrometry studies of complexes","ITCH-FAM/USP9x complex","CORUM","Human","17038327","FBgn0005632 FBgn0259174 FBgn0003557 "
"FC1123",0,1,3,0,4,0.25,4,"Literature","BRCA1-IRIS-pre-replication complex","BRCA1-IRIS-pre-replication complex",NA,"MI:0006- anti bait coimmunoprecipitation | MI:0402- chromatin immunoprecipitation assays","BRCA1-IRIS-pre-replication complex","CORUM","Human","15448696","FBgn0022772 FBgn0040994 FBgn0033081 FBgn0035918 "
"FC1124",1,0,3,0,4,0,4,"Literature","RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex","RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex",NA,"MI:0006- anti bait coimmunoprecipitation","RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex","CORUM","Human","11744692","FBgn0030931 FBgn0003480 FBgn0033389 FBgn0003482 "
"FC1125",0,0,2,0,2,0,2,"Literature","Sdc2-Ephb2 complex","Sdc2-Ephb2 complex",NA,"MI:0019- coimmunoprecipitation","Sdc2-Ephb2 complex","CORUM","Mus musculus","11580899","FBgn0010415 FBgn0025936 "
"FC1126",0,1,3,0,4,0.25,4,"Literature","SNARE complex (RINT1, ZW10, p31)","SNARE complex (RINT1, ZW10, p31);SNARE complex (RINT1, ZW10, p31, Stx18)",NA,"MI:0047- far western blotting","SNARE complex (RINT1, ZW10, p31)","CORUM","Human","15029241","FBgn0035762 FBgn0028693 FBgn0004643 FBgn0036465 "
"FC1127",0,1,17,0,18,0.0555555555555556,18,"Literature","CF IIAm complex (Cleavage factor IIAm complex)","CF IIAm complex (Cleavage factor IIAm complex)",NA,"MI:0226- ion exchange chromatography","CF IIAm complex (Cleavage factor IIAm complex)","CORUM","Human","11060040","FBgn0035872 FBgn0011224 FBgn0020270 FBgn0003177 FBgn0001179 FBgn0022063 FBgn0017457 FBgn0033842 FBgn0261109 FBgn0015520 FBgn0034834 FBgn0040045 FBgn0086444 FBgn0005411 FBgn0035987 FBgn0042134 FBgn0261065 FBgn0004227 "
"FC1128",0,1,13,0,14,0.0714285714285714,14,"Literature","Mi2/NuRD-BCL6-MTA3 complex","Mi2/NuRD-BCL6-MTA3 complex",NA,"MI:0006- anti bait coimmunoprecipitation","Mi2/NuRD-BCL6-MTA3 complex","CORUM","Human","15454082","FBgn0027950 FBgn0013591 FBgn0034114 FBgn0036522 FBgn0038301 FBgn0032814 FBgn0035036 FBgn0030314 FBgn0027951 FBgn0011236 FBgn0034062 FBgn0030316 FBgn0015805 FBgn0023395 "
"FC1129",0,0,2,0,2,0,2,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster556","Additional publication","Fly","22036573","FBgn0036053 FBgn0031286 "
"FC1130",1,0,1,0,2,0,2,"Literature","MondoA-Mlx complex","MondoA-Mlx complex",NA,"MI:0006- anti bait coimmunoprecipitation | MI:0047- far western blotting | MI:0412- electrophoretic mobility supershift assay","MondoA-Mlx complex","CORUM","Mus musculus","11073985","FBgn0032940 FBgn0039509 "
"FC1131",0,1,10,0,11,0.0909090909090909,11,"Literature","TFTC-type histone acetyl transferase complex","TFTC-type histone acetyl transferase complex",NA,"MI:0091- chromatography technologies | MI:0029- cosedimentation through density gradients | MI:0096- pull down","TFTC-type histone acetyl transferase complex","CORUM","Human","11931763","FBgn0034707 FBgn0003415 FBgn0037109 FBgn0034795 FBgn0053554 FBgn0020388 FBgn0035851 FBgn0001324 FBgn0035849 FBgn0035145 FBgn0038578 "
"FC1132",0,1,2,1,4,0.25,4,"Literature","PAR-6-VE-cadherin complex, endothelial","PAR-6-VE-cadherin complex, endothelial",NA,"MI:0019- coimmunoprecipitation","PAR-6-VE-cadherin complex, endothelial","CORUM","Human","17057644","FBgn0003391 FBgn0015609 FBgn0026192 FBgn0262018 "
"FC1133",0,0,3,0,3,0,3,"Literature","Itgb1-Rap1a-Prkd1 complex","Itgb1-Rap1a-Prkd1 complex",NA,"MI:0019- coimmunoprecipitation","Itgb1-Rap1a-Prkd1 complex","CORUM","Mus musculus","16111639","FBgn0004657 FBgn0004636 FBgn0038603 "
"FC1134",0,0,2,0,2,0,2,"Literature","BMP2-BRIA complex","BMP2-BRIA complex",NA,"MI:0071- molecular sieving","BMP2-BRIA complex","CORUM","Human","10881198","FBgn0000490 FBgn0003716 "
"FC1135",0,0,7,0,7,0,7,"Literature","SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)","SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)",NA,"MI:0019- coimmunoprecipitation","SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)","CORUM","Human","9817754","FBgn0086377 FBgn0013342 FBgn0036341 FBgn0028401 FBgn0011288 FBgn0003660 FBgn0250791 "
"FC1136",0,0,6,0,6,0,6,"Literature","MKK4-ARRB2-JNK3 complex","MKK4-ARRB2-JNK3 complex",NA,"MI:0019- coimmunoprecipitation","MKK4-ARRB2-JNK3 complex","CORUM","Human","11090355","FBgn0000120 FBgn0000229 FBgn0024326 FBgn0052683 FBgn0000121 FBgn0040206 "
"FC1137",0,1,8,0,9,0.111111111111111,9,"Literature","MMS22L-TONSL","MMS22L-TONSL",NA,"MycFLAG-MMS22L; FLAG-NFKBIL2","MMS22L-TONSL","PINdb","Human","21055983","FBgn0015929 FBgn0023513 FBgn0010228 FBgn0002183 FBgn0004362 FBgn0014861 FBgn0020633 FBgn0035812 FBgn0010278 "
"FC1138",0,0,12,1,13,0,13,"Literature","NUMAC","NUMAC",NA,"Flag-CARM1-HA","NUMAC","PINdb","Human","14729568","FBgn0000044 FBgn0002783 FBgn0025463 FBgn0000045 FBgn0000043 FBgn0000212 FBgn0261885 FBgn0011715 FBgn0000047 FBgn0030093 FBgn0000042 FBgn0037770 FBgn0000046 "
"FC1139",0,0,2,0,2,0,2,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster500","Additional publication","Fly","22036573","FBgn0031961 FBgn0010504 "
"FC1140",0,0,7,0,7,0,7,"Literature","ORC","ORC",NA,"anti-HsOrc2 IP; reconstitution","ORC","PINdb","Human","11323433,20850016,10945994","FBgn0015271 FBgn0022772 FBgn0023180 FBgn0032391 FBgn0005654 FBgn0023181 FBgn0015270 "
"FC1141",0,0,3,0,3,0,3,"Literature","nucleotide-excision repair factor 1 complex","nucleotide-excision repair factor 1 complex;XPA-ERCC1-ERCC4 complex",NA,"Affinity Capture-Western,Co-purification","nucleotide-excision repair factor 1 complex","CYC2008","Yeast","8621533","FBgn0004832 FBgn0028434 FBgn0002707 "
"FC1142",0,0,2,0,2,0,2,"Literature","ATP-utilizing chromatin assembly and remodeling factor (hACF) complex","ATP-utilizing chromatin assembly and remodeling factor (hACF) complex;WCRF;WCRF complex",NA,"conventional","WCRF","PINdb","Human","10655480","FBgn0011604 FBgn0027620 "
"FC1143",0,1,10,0,11,0.0909090909090909,11,"Literature","CRSP/Med2","CRSP/Med2",NA,"GST-VP16","CRSP/Med2","PINdb","Human","15175162","FBgn0035754 FBgn0026873 FBgn0034707 FBgn0027592 FBgn0034795 FBgn0024330 FBgn0013531 FBgn0051390 FBgn0035851 FBgn0035145 FBgn0038578 "
"FC1144",0,0,31,0,31,0,31,"Literature","CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex","CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex",NA,"MI:0004- affinity chromatography technologies | MI:0029- cosedimentation through density gradients | MI:0006- anti bait coimmunoprecipitation","CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex","CORUM","Human","14759373","FBgn0010247 FBgn0053844 FBgn0053859 FBgn0016685 FBgn0053850 FBgn0001197 FBgn0051618 FBgn0053820 FBgn0024889 FBgn0053814 FBgn0035769 FBgn0039735 FBgn0003732 FBgn0053823 FBgn0053835 FBgn0053817 FBgn0053808 FBgn0002525 FBgn0053841 FBgn0053829 FBgn0053826 FBgn0010397 FBgn0053838 FBgn0053865 FBgn0053853 FBgn0027338 FBgn0053856 FBgn0053847 FBgn0053862 FBgn0053832 FBgn0035657 "
"FC1145",0,0,2,0,2,0,2,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster523","Additional publication","Fly","22036573","FBgn0050458 FBgn0037121 "
"FC1146",0,0,13,0,13,0,13,"Literature","Cytochrome c oxidase (complex IV)","Cytochrome c oxidase (complex IV)",NA,"Co-purification","Cytochrome c oxidase (complex IV)","CYC2008","Yeast","7851399","FBgn0032833 FBgn0031830 FBgn0040773 FBgn0031066 FBgn0036830 FBgn0013676 FBgn0050093 FBgn0034877 FBgn0019624 FBgn0031831 FBgn0013674 FBgn0013675 FBgn0033020 "
"FC1154",0,2,18,0,20,0.1,20,"Literature","mRNA cleavage and polyadenylation specificity factor complex","mRNA cleavage and polyadenylation specificity factor complex;CPF",NA,"Affinity Capture-MS","mRNA cleavage and polyadenylation specificity factor complex","CYC2008","Yeast","12819204","FBgn0086129 FBgn0003132 FBgn0004103 FBgn0051058 FBgn0024698 FBgn0031431 FBgn0032030 FBgn0030243 FBgn0046698 FBgn0027873 FBgn0015949 FBgn0037371 FBgn0035900 FBgn0037255 FBgn0003134 FBgn0000711 FBgn0031054 FBgn0261065 FBgn0046222 FBgn0015621 "
"FC1155",0,0,4,0,4,0,4,"Literature","nascent polypeptide-associated complex","nascent polypeptide-associated complex",NA,"Affinity Capture-Western,Co-purification","nascent polypeptide-associated complex","CYC2008","Yeast","10219998","FBgn0031296 FBgn0000181 FBgn0031264 FBgn0086904 "
"FC1156",0,0,2,0,2,0,2,"Literature","nitrogen compound metabolic process","nitrogen compound metabolic process",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster323","Additional publication","Fly","22036573","FBgn0028833 FBgn0037687 "
"FC1157",0,0,3,0,3,0,3,"Literature","APC-IQGAP1-CLIP-170 complex","APC-IQGAP1-CLIP-170 complex",NA,"MI:0006- anti bait coimmunoprecipitation","APC-IQGAP1-CLIP-170 complex","CORUM","Human","15572129","FBgn0015589 FBgn0020503 FBgn0026598 "
